Id,Age,Job,MaritalStatus,Education,Default,Balance,HomeInsurance,Loan,Communication,DayLastContacted,MonthLastContacted,Contacts,DaysPassed,Attempts,Outcome,CallStartTime,CallEndTime,Insurance
CP2690,77,retired,married,,0,1807,0,0,telephone,20,oct,1,-1,0,,11:14:08,11:20:21,1
CP2691,22,student,single,,0,1232,0,0,cellular,30,jul,1,430,2,other,11:24:19,11:29:02,1
CP2692,41,blue-collar,married,secondary,0,281,1,0,cellular,14,may,4,-1,0,,13:21:07,13:23:10,0
CP2693,56,retired,married,tertiary,0,5,0,0,cellular,23,jul,3,-1,0,,14:33:00,14:35:02,0
CP2694,39,technician,single,secondary,0,1435,0,0,cellular,17,jun,1,296,19,other,13:27:31,13:33:54,1
CP2695,47,services,married,primary,0,6,0,0,cellular,27,aug,4,-1,0,,9:56:04,9:57:07,0
CP2696,69,technician,married,tertiary,0,482,0,0,cellular,29,jul,1,267,1,failure,17:37:25,17:45:23,1
CP2697,42,admin.,divorced,secondary,0,527,0,1,cellular,22,oct,1,185,1,success,15:32:40,15:35:41,1
CP2698,54,blue-collar,married,primary,0,836,1,0,telephone,21,nov,1,130,3,other,9:13:55,9:19:07,0
CP2699,48,self-employed,married,tertiary,0,3118,0,0,cellular,13,aug,2,-1,0,,11:50:44,11:56:55,0
CP2700,52,admin.,married,secondary,0,941,0,0,cellular,4,feb,2,-1,0,,11:13:06,11:14:35,0
CP2701,40,entrepreneur,married,tertiary,0,70,0,0,cellular,20,nov,1,-1,0,,14:24:29,14:25:26,0
CP2702,42,blue-collar,married,secondary,0,2913,0,0,cellular,3,jun,1,195,1,failure,14:45:37,14:57:22,1
CP2703,18,student,single,,0,3,0,0,cellular,25,aug,2,-1,0,,12:25:16,12:27:26,1
CP2704,61,retired,divorced,secondary,0,927,0,0,cellular,30,apr,3,-1,0,,16:48:12,16:55:19,1
CP2705,36,student,single,tertiary,0,129,0,0,cellular,27,oct,1,-1,0,,12:32:52,12:35:21,1
CP2706,58,unemployed,married,tertiary,0,1798,1,0,cellular,5,feb,8,-1,0,,12:37:14,12:37:33,0
CP2707,36,housemaid,married,secondary,0,419,1,0,,30,may,1,-1,0,,10:07:36,10:11:47,0
CP2708,42,technician,single,secondary,0,49,0,0,cellular,9,feb,10,-1,0,,16:19:27,16:19:34,0
CP2709,30,unemployed,single,secondary,0,2424,0,0,cellular,15,feb,1,95,2,success,11:48:41,11:54:18,1
CP2710,37,admin.,married,secondary,0,641,1,0,,5,jun,1,-1,0,,11:59:08,11:59:50,0
CP2711,49,technician,divorced,secondary,0,-403,0,1,cellular,21,jul,2,-1,0,,15:05:58,15:14:00,0
CP2712,61,management,married,tertiary,0,997,0,0,cellular,10,mar,1,-1,0,,12:21:47,12:23:33,1
CP2713,55,technician,single,tertiary,0,92,1,0,,7,may,3,-1,0,,10:28:21,10:30:19,0
CP2714,30,technician,married,tertiary,0,-340,1,1,telephone,30,jul,8,-1,0,,14:58:35,15:01:11,0
CP2715,41,blue-collar,married,primary,0,6596,1,0,cellular,20,nov,1,-1,0,,15:42:47,15:44:15,0
CP2716,50,technician,married,secondary,0,3654,0,0,cellular,29,oct,2,78,2,other,15:25:25,15:29:00,1
CP2717,44,services,married,primary,0,1161,1,0,,19,may,5,-1,0,,15:52:59,15:54:49,0
CP2718,50,blue-collar,married,primary,0,12519,1,0,cellular,21,nov,3,34,1,failure,17:02:43,17:12:58,1
CP2719,50,management,married,secondary,0,2717,1,0,cellular,18,nov,1,-1,0,,17:13:37,17:16:45,0
CP2720,44,,married,,0,722,1,0,telephone,22,jul,2,-1,0,,14:34:58,14:39:27,0
CP2721,35,admin.,married,tertiary,0,948,1,0,cellular,8,jun,1,-1,0,,17:42:36,17:44:02,0
CP2722,27,student,single,secondary,0,538,0,0,cellular,4,jun,2,-1,0,,16:52:57,16:55:01,1
CP2723,40,technician,married,secondary,0,-312,1,0,,28,may,1,-1,0,,16:30:08,16:33:26,0
CP2724,50,technician,married,tertiary,0,0,0,1,cellular,6,jul,1,85,7,failure,13:47:02,13:51:19,0
CP2725,51,blue-collar,divorced,secondary,0,113,0,0,cellular,15,may,3,-1,0,,9:38:11,9:39:22,0
CP2726,48,admin.,single,secondary,0,1544,1,0,telephone,30,jun,1,450,2,failure,15:05:05,15:09:28,1
CP2727,52,technician,single,secondary,0,36,1,0,,16,may,1,-1,0,,14:44:16,14:49:51,0
CP2728,55,services,married,secondary,0,0,0,0,cellular,8,jul,1,-1,0,,9:54:59,9:56:45,0
CP2729,52,technician,married,secondary,0,0,1,0,cellular,7,sep,1,294,1,failure,9:51:49,9:55:20,1
CP2730,31,blue-collar,married,secondary,0,326,0,1,cellular,29,jan,1,-1,0,,9:59:19,10:01:23,0
CP2731,31,blue-collar,married,secondary,0,268,1,0,cellular,20,nov,2,-1,0,,13:51:49,13:53:22,0
CP2732,52,management,married,tertiary,0,25,0,1,cellular,15,jul,3,-1,0,,11:41:27,11:44:17,0
CP2733,55,management,divorced,tertiary,0,9756,1,0,cellular,5,jun,2,95,1,other,17:08:48,17:10:31,1
CP2734,47,services,married,secondary,0,0,0,1,,20,jun,2,-1,0,,14:14:47,14:15:38,0
CP2735,35,blue-collar,single,secondary,0,0,1,0,cellular,16,apr,1,345,4,other,13:51:43,14:11:17,1
CP2736,37,management,single,tertiary,0,62,1,0,cellular,2,aug,2,272,8,success,11:08:25,11:15:33,1
CP2737,59,admin.,married,secondary,0,1675,0,1,cellular,7,aug,2,-1,0,,13:35:04,13:36:57,0
CP2738,40,technician,divorced,secondary,0,93,0,0,cellular,2,feb,2,-1,0,,11:26:36,11:28:39,0
CP2739,45,technician,married,secondary,0,2128,0,1,cellular,20,nov,3,-1,0,,9:15:25,9:16:13,0
CP2740,40,management,single,tertiary,0,1361,0,0,cellular,29,jan,1,-1,0,,13:32:42,13:57:15,1
CP2741,30,technician,single,secondary,0,1395,1,0,cellular,15,may,2,354,1,failure,11:24:35,11:27:54,0
CP2742,75,retired,divorced,primary,0,852,0,0,cellular,15,mar,1,-1,0,,9:34:33,9:40:14,0
CP2743,22,student,single,secondary,0,1522,0,0,cellular,30,oct,2,-1,0,,15:59:49,16:05:57,1
CP2744,38,management,divorced,primary,0,2064,1,0,cellular,11,may,1,-1,0,,9:51:17,9:56:13,0
CP2745,50,admin.,married,primary,0,495,0,0,cellular,28,jan,1,-1,0,,10:05:53,10:07:26,0
CP2746,26,unemployed,single,secondary,0,622,0,0,cellular,28,jan,2,-1,0,,17:17:13,17:41:24,1
CP2747,33,management,divorced,tertiary,0,990,1,0,cellular,24,jul,2,-1,0,,14:38:00,15:02:51,1
CP2748,32,management,single,tertiary,0,935,0,0,cellular,10,aug,2,375,5,failure,11:05:37,11:08:18,1
CP2749,43,management,single,tertiary,0,2067,1,0,,8,may,1,-1,0,,10:27:43,10:40:19,1
CP2750,45,admin.,married,secondary,0,0,0,0,cellular,19,aug,10,-1,0,,16:23:33,16:25:58,0
CP2751,39,self-employed,married,secondary,0,656,0,0,cellular,29,jan,3,-1,0,,17:11:14,17:16:23,0
CP2752,34,blue-collar,divorced,secondary,0,882,0,1,telephone,20,oct,1,-1,0,,17:32:48,17:33:12,0
CP2753,52,blue-collar,married,primary,0,9444,0,0,cellular,7,jul,3,-1,0,,10:53:19,10:57:50,0
CP2754,63,technician,married,secondary,0,973,0,0,cellular,25,feb,1,388,1,success,11:55:16,12:00:34,1
CP2755,80,retired,married,secondary,0,668,0,0,telephone,8,jul,1,371,1,success,16:25:13,16:29:23,1
CP2756,57,housemaid,married,primary,0,2234,0,0,,11,jun,5,-1,0,,11:24:06,11:27:27,0
CP2757,27,student,single,tertiary,0,0,0,0,cellular,5,mar,3,-1,0,,17:44:44,17:46:06,1
CP2758,32,blue-collar,married,secondary,0,225,1,0,cellular,17,apr,1,150,1,failure,16:51:46,17:01:20,1
CP2759,56,blue-collar,married,secondary,0,2561,0,0,,20,jun,6,-1,0,,13:03:46,13:03:59,0
CP2760,35,blue-collar,single,secondary,0,1017,0,0,,6,jun,2,-1,0,,13:13:38,13:14:31,0
CP2761,49,services,married,secondary,0,180,1,1,,2,jun,3,-1,0,,9:00:49,9:07:21,0
CP2762,79,retired,married,primary,0,3025,0,0,cellular,11,dec,3,126,3,other,9:24:34,9:27:20,1
CP2763,34,services,married,secondary,0,0,1,0,,19,may,4,-1,0,,11:20:18,11:22:13,0
CP2764,34,blue-collar,single,secondary,1,-369,1,0,,23,may,2,-1,0,,17:15:18,17:21:11,0
CP2765,33,blue-collar,married,primary,0,3512,1,0,cellular,19,nov,1,183,2,failure,9:23:35,9:27:46,0
CP2766,77,retired,married,secondary,0,4112,0,0,telephone,26,jan,1,95,2,success,17:04:16,17:31:12,1
CP2767,26,admin.,married,secondary,0,710,1,1,,6,jun,2,-1,0,,13:45:44,14:07:00,1
CP2768,43,unemployed,married,primary,0,519,0,0,,20,jun,2,-1,0,,14:40:48,14:57:01,1
CP2769,31,housemaid,married,tertiary,0,0,0,0,,28,aug,15,-1,0,,13:30:41,13:30:53,0
CP2770,29,technician,single,secondary,0,110,1,0,cellular,13,apr,1,-1,0,,12:24:58,12:42:14,1
CP2771,57,retired,married,secondary,0,1230,0,0,cellular,22,feb,1,-1,0,,13:21:44,13:25:04,0
CP2772,44,management,married,tertiary,0,1058,0,0,cellular,11,mar,3,-1,0,,9:54:07,9:57:15,1
CP2773,36,self-employed,married,secondary,0,1245,1,0,cellular,9,feb,7,248,9,success,16:46:53,16:47:01,0
CP2774,32,blue-collar,single,secondary,0,551,1,0,cellular,14,aug,3,-1,0,,11:35:03,11:36:42,0
CP2775,54,services,divorced,secondary,0,0,0,0,cellular,1,jun,1,81,2,success,17:08:29,17:11:23,1
CP2776,36,admin.,married,secondary,0,402,1,0,,14,may,2,-1,0,,12:41:46,12:49:48,0
CP2777,27,management,single,secondary,0,924,1,0,cellular,3,feb,1,-1,0,,17:34:57,17:36:21,0
CP2778,45,blue-collar,married,secondary,0,0,0,0,cellular,14,aug,2,-1,0,,17:57:45,18:01:20,0
CP2779,36,management,single,tertiary,0,6450,1,0,,29,may,1,-1,0,,17:44:27,17:46:08,0
CP2780,57,admin.,married,secondary,0,4168,1,1,,16,may,1,-1,0,,16:06:03,16:06:50,0
CP2781,42,blue-collar,married,primary,0,329,1,0,,14,may,4,-1,0,,16:40:05,16:40:27,0
CP2782,44,unemployed,married,secondary,0,1543,0,0,cellular,19,nov,2,-1,0,,17:17:36,17:23:39,0
CP2783,37,housemaid,married,secondary,0,942,0,0,,17,jun,1,-1,0,,10:48:32,10:49:51,0
CP2784,60,unemployed,married,secondary,0,1047,0,0,cellular,27,may,3,279,4,success,10:30:41,10:33:34,1
CP2785,27,admin.,married,secondary,0,1595,0,0,cellular,29,dec,2,197,2,success,16:59:42,17:02:58,1
CP2786,33,management,married,tertiary,0,2604,0,0,cellular,8,aug,2,-1,0,,14:17:28,14:20:15,0
CP2787,45,technician,married,secondary,0,3492,1,1,,20,jun,4,-1,0,,13:36:58,13:37:44,0
CP2788,51,management,single,secondary,0,1610,1,0,,16,jun,3,-1,0,,13:56:26,14:17:14,1
CP2789,45,management,married,tertiary,0,385,0,1,cellular,31,jul,16,-1,0,,13:28:34,13:28:46,0
CP2790,60,technician,married,secondary,0,1740,0,0,cellular,13,mar,2,-1,0,,11:51:16,11:56:12,1
CP2791,50,housemaid,divorced,primary,0,120,1,0,cellular,21,jul,1,-1,0,,12:52:02,12:53:41,0
CP2792,40,unemployed,single,secondary,0,334,0,0,cellular,5,mar,1,91,6,other,10:43:02,10:46:41,1
CP2793,33,admin.,married,secondary,0,177,1,0,cellular,11,may,1,-1,0,,12:23:37,12:25:17,0
CP2794,36,self-employed,married,tertiary,0,7343,0,0,cellular,17,nov,1,-1,0,,14:46:09,14:47:27,0
CP2795,41,housemaid,single,secondary,0,2184,0,0,,19,jun,2,-1,0,,12:09:33,12:11:04,0
CP2796,38,admin.,married,secondary,0,70,0,1,,2,jul,1,-1,0,,9:25:37,9:28:56,0
CP2797,33,self-employed,married,secondary,0,49,1,0,cellular,14,may,7,-1,0,,14:04:32,14:07:22,0
CP2798,37,services,married,secondary,0,775,0,0,cellular,14,aug,2,-1,0,,15:37:25,15:39:55,1
CP2799,48,self-employed,single,,0,0,0,0,,18,jun,1,-1,0,,9:42:36,9:50:09,0
CP2800,37,entrepreneur,single,secondary,0,-22,1,0,cellular,15,may,1,-1,0,,17:21:21,17:26:38,1
CP2801,49,entrepreneur,single,secondary,0,5802,0,0,cellular,30,apr,2,-1,0,,9:07:46,9:18:04,1
CP2802,56,services,married,secondary,0,5486,1,0,cellular,30,jul,3,-1,0,,17:11:01,17:15:12,0
CP2803,34,technician,single,secondary,0,0,0,0,cellular,28,aug,4,-1,0,,10:54:07,10:55:01,0
CP2804,33,management,married,tertiary,0,849,1,0,cellular,6,aug,2,-1,0,,13:01:07,13:02:36,0
CP2805,28,management,married,tertiary,0,3,1,0,,7,may,5,-1,0,,11:42:00,11:44:02,0
CP2806,27,admin.,single,tertiary,0,689,0,0,cellular,26,jan,1,307,1,failure,13:57:31,13:59:09,0
CP2807,60,admin.,married,secondary,0,106,0,0,cellular,24,feb,1,187,4,success,16:36:26,16:38:43,1
CP2808,59,retired,married,secondary,0,25947,0,0,cellular,13,aug,2,-1,0,,9:07:55,9:12:47,0
CP2809,60,housemaid,married,secondary,0,5,0,0,cellular,14,aug,5,-1,0,,13:37:56,13:45:09,0
CP2810,49,entrepreneur,divorced,secondary,0,2908,0,0,,6,jun,1,-1,0,,10:10:27,10:15:49,0
CP2811,36,admin.,single,secondary,0,507,1,0,cellular,18,may,1,300,2,success,15:49:33,15:53:57,0
CP2812,35,technician,single,,0,0,0,0,cellular,28,jan,2,-1,0,,12:01:54,12:03:15,0
CP2813,31,management,single,tertiary,0,617,0,0,cellular,4,jun,1,97,2,success,10:34:46,10:54:07,1
CP2814,32,technician,single,secondary,0,230,1,0,cellular,18,may,1,266,8,failure,15:26:45,15:34:07,1
CP2815,56,blue-collar,divorced,primary,0,0,1,0,cellular,5,may,1,-1,0,,17:49:47,17:55:00,0
CP2816,59,retired,divorced,secondary,0,1,0,0,cellular,19,aug,1,-1,0,,16:19:44,16:25:19,1
CP2817,26,blue-collar,single,primary,0,3342,1,0,,4,jun,4,-1,0,,17:48:38,17:54:07,0
CP2818,55,blue-collar,married,primary,0,82,1,0,,8,may,2,-1,0,,16:14:02,16:18:54,0
CP2819,46,blue-collar,married,secondary,0,7,0,0,,17,jun,2,-1,0,,12:31:23,12:33:13,0
CP2820,30,blue-collar,married,secondary,0,0,1,1,cellular,10,jul,1,-1,0,,13:19:54,13:43:13,1
CP2821,72,self-employed,married,tertiary,0,132,0,0,cellular,27,apr,1,-1,0,,11:04:02,11:11:26,1
CP2822,40,admin.,married,secondary,0,2574,1,0,cellular,15,may,1,176,1,failure,10:50:44,10:57:56,1
CP2823,33,blue-collar,married,secondary,0,355,1,0,,4,jun,3,-1,0,,13:15:28,13:16:55,0
CP2824,38,technician,married,secondary,0,976,1,0,cellular,14,jul,3,-1,0,,14:57:46,15:10:32,1
CP2825,56,management,married,tertiary,0,318,0,1,telephone,9,jul,3,-1,0,,9:00:50,9:04:56,0
CP2826,35,technician,single,secondary,0,225,1,0,cellular,18,may,5,-1,0,,14:45:42,14:45:49,0
CP2827,35,blue-collar,single,secondary,0,398,1,0,cellular,20,apr,1,-1,0,,12:04:25,12:07:43,0
CP2828,42,blue-collar,single,primary,0,22,1,0,cellular,14,may,4,365,1,failure,17:26:04,17:28:00,0
CP2829,25,admin.,single,tertiary,0,220,0,0,cellular,26,may,1,-1,0,,13:29:01,13:30:09,0
CP2830,54,blue-collar,married,primary,0,211,0,0,,19,jun,2,-1,0,,11:18:07,11:21:27,0
CP2831,43,management,married,tertiary,0,1429,1,0,cellular,7,may,1,169,3,success,10:04:09,10:21:19,1
CP2832,37,blue-collar,single,secondary,0,238,1,0,,7,may,2,-1,0,,14:08:04,14:11:24,0
CP2833,58,blue-collar,married,primary,0,6762,0,0,cellular,28,aug,25,-1,0,,10:28:32,10:28:41,0
CP2834,49,technician,married,tertiary,0,2611,0,0,cellular,20,apr,2,-1,0,,15:25:39,15:28:53,1
CP2835,50,management,married,tertiary,0,5969,0,0,cellular,25,jan,1,544,2,failure,16:59:19,17:06:54,1
CP2836,54,services,divorced,secondary,0,0,0,0,cellular,18,mar,1,290,3,success,9:10:43,9:16:45,1
CP2837,31,management,single,tertiary,0,825,1,0,,21,may,2,-1,0,,12:35:36,12:44:02,1
CP2838,27,student,single,secondary,0,2015,0,0,cellular,25,jan,1,245,1,other,16:02:36,16:04:03,0
CP2839,44,blue-collar,single,primary,0,36,1,0,cellular,15,may,1,371,2,failure,13:53:58,14:03:09,1
CP2840,36,management,single,tertiary,0,1379,0,0,cellular,25,may,1,186,1,failure,9:07:35,9:10:44,1
CP2841,24,student,single,secondary,0,382,0,0,cellular,30,apr,2,-1,0,,9:08:13,9:17:40,1
CP2842,22,blue-collar,married,secondary,0,-295,1,0,,26,jun,2,-1,0,,14:34:44,14:37:14,0
CP2843,19,student,single,secondary,0,302,0,0,cellular,16,jul,1,-1,0,,12:49:49,12:53:14,1
CP2844,61,management,married,tertiary,0,5157,0,0,cellular,13,mar,1,-1,0,,14:49:47,14:56:59,0
CP2845,59,management,single,tertiary,0,684,0,0,cellular,13,aug,13,-1,0,,14:06:55,14:07:43,0
CP2846,48,management,married,tertiary,0,1,0,0,telephone,10,nov,1,-1,0,,10:54:38,10:58:46,1
CP2847,28,admin.,single,tertiary,0,373,1,0,cellular,14,aug,1,79,4,other,14:13:25,14:14:43,0
CP2848,39,services,married,secondary,0,52,0,0,telephone,2,feb,3,-1,0,,16:04:36,16:28:16,1
CP2849,45,technician,single,secondary,0,410,1,0,,30,may,4,-1,0,,11:32:26,11:47:17,1
CP2850,56,admin.,married,secondary,0,11,0,0,,13,may,3,-1,0,,10:38:24,10:39:06,0
CP2851,34,technician,single,tertiary,0,2838,1,0,cellular,13,may,3,-1,0,,12:29:56,12:40:16,1
CP2852,44,admin.,single,secondary,0,733,1,0,cellular,4,dec,2,105,5,success,12:14:14,12:20:14,1
CP2853,47,blue-collar,married,primary,0,1112,1,0,cellular,13,may,1,-1,0,,10:22:20,10:24:29,0
CP2854,49,entrepreneur,married,tertiary,0,313,1,0,cellular,17,nov,2,188,2,failure,9:40:23,9:41:05,0
CP2855,50,blue-collar,married,secondary,0,9585,1,0,telephone,31,jul,6,-1,0,,16:11:44,16:14:46,0
CP2856,46,blue-collar,married,primary,0,101,1,0,cellular,11,may,1,364,5,success,9:47:45,9:54:47,0
CP2857,28,housemaid,single,secondary,0,781,1,0,cellular,17,apr,1,-1,0,,10:22:26,10:23:18,0
CP2858,33,blue-collar,single,secondary,0,228,0,0,telephone,5,may,1,89,4,failure,9:55:53,9:57:43,0
CP2859,38,management,married,tertiary,0,5432,1,1,cellular,17,apr,1,149,2,failure,17:17:06,17:28:53,0
CP2860,71,retired,married,tertiary,0,653,0,0,telephone,3,sep,1,189,1,success,13:40:00,13:47:51,1
CP2861,58,blue-collar,married,secondary,0,602,1,0,cellular,13,may,1,-1,0,,9:55:44,9:59:05,0
CP2862,40,technician,divorced,tertiary,0,568,1,0,,24,oct,1,-1,0,,16:59:39,17:01:31,1
CP2863,33,management,married,tertiary,0,0,1,0,cellular,9,jul,1,-1,0,,12:53:18,12:58:28,0
CP2864,47,technician,married,secondary,0,-107,0,0,cellular,8,jul,2,-1,0,,12:24:54,12:28:50,0
CP2865,33,management,married,secondary,0,336,0,0,cellular,15,apr,3,-1,0,,15:29:42,15:32:41,1
CP2866,28,admin.,single,tertiary,0,373,1,0,cellular,4,feb,1,-1,0,,15:28:24,15:30:30,0
CP2867,34,admin.,married,secondary,0,21,0,0,cellular,17,apr,1,346,3,failure,14:55:39,15:01:11,0
CP2868,48,admin.,divorced,secondary,0,362,0,0,cellular,13,aug,1,-1,0,,11:49:31,11:58:20,1
CP2869,32,technician,single,secondary,0,674,1,1,cellular,15,apr,1,316,3,failure,9:44:00,9:46:49,0
CP2870,36,admin.,married,secondary,0,3268,0,0,cellular,9,apr,2,-1,0,,17:35:10,17:42:19,0
CP2871,43,technician,married,primary,0,4844,1,0,cellular,19,nov,1,-1,0,,13:43:30,13:50:44,0
CP2872,39,management,married,tertiary,0,119,1,0,cellular,1,sep,2,476,4,success,13:14:34,13:18:59,1
CP2873,41,blue-collar,married,secondary,0,429,1,0,,13,may,1,-1,0,,10:35:01,10:39:05,0
CP2874,59,unemployed,married,secondary,0,957,0,0,cellular,8,mar,1,89,2,success,9:18:29,9:23:30,1
CP2875,47,management,married,tertiary,0,2306,0,0,telephone,6,aug,4,-1,0,,14:45:09,14:49:08,1
CP2876,56,unemployed,married,primary,0,3391,0,0,cellular,21,apr,1,-1,0,,9:32:21,9:36:24,1
CP2877,61,admin.,married,,0,4629,1,0,cellular,29,jul,3,183,2,success,15:26:02,15:31:51,1
CP2878,47,management,married,secondary,0,7,0,0,cellular,8,aug,2,-1,0,,15:08:56,15:11:51,0
CP2879,40,services,divorced,secondary,0,105,1,0,,6,may,2,-1,0,,17:03:59,17:07:08,0
CP2880,30,technician,single,tertiary,0,880,1,1,,19,may,6,-1,0,,16:04:02,16:20:09,1
CP2881,50,technician,divorced,secondary,0,-556,1,1,cellular,22,jul,2,-1,0,,15:05:55,15:10:25,0
CP2882,41,blue-collar,married,secondary,0,290,1,0,,5,may,2,-1,0,,10:58:45,11:02:45,0
CP2883,55,blue-collar,married,secondary,0,0,0,0,,12,jun,2,-1,0,,17:01:33,17:11:47,1
CP2884,67,retired,married,,0,2540,0,0,telephone,14,jun,5,116,4,other,11:04:09,11:08:47,1
CP2885,25,services,single,secondary,0,3217,1,0,,28,may,1,-1,0,,17:31:06,17:31:30,0
CP2886,39,technician,divorced,tertiary,1,3,0,0,cellular,6,may,1,-1,0,,14:32:42,14:40:50,1
CP2887,28,student,single,secondary,0,404,1,0,cellular,18,may,2,367,4,other,10:26:46,10:27:19,0
CP2888,32,management,married,tertiary,0,2465,1,1,cellular,7,may,1,-1,0,,9:19:49,9:35:12,1
CP2889,53,admin.,divorced,,0,257,0,0,cellular,11,jul,2,-1,0,,12:33:01,12:54:51,1
CP2890,49,blue-collar,single,primary,0,566,1,0,cellular,25,jul,2,-1,0,,16:42:47,16:59:06,1
CP2891,30,blue-collar,married,secondary,0,1,0,1,cellular,9,jul,1,-1,0,,10:51:56,10:57:43,0
CP2892,33,admin.,divorced,secondary,0,661,1,0,cellular,18,nov,1,173,2,other,15:44:04,15:50:55,0
CP2893,30,services,married,secondary,0,-95,1,1,,26,may,3,-1,0,,15:20:58,15:26:04,0
CP2894,34,admin.,married,primary,0,412,1,0,cellular,13,may,1,287,2,failure,12:53:08,12:56:45,0
CP2895,48,blue-collar,married,secondary,0,503,1,0,cellular,14,may,1,-1,0,,17:39:52,17:41:37,0
CP2896,53,technician,married,secondary,0,6831,0,0,cellular,13,may,2,-1,0,,15:41:31,16:00:21,1
CP2897,36,technician,single,tertiary,0,391,1,0,cellular,15,may,1,350,8,failure,10:01:23,10:04:28,0
CP2898,30,student,single,tertiary,0,7513,0,0,cellular,11,aug,2,-1,0,,16:23:41,16:28:10,0
CP2899,25,student,single,tertiary,0,253,0,0,cellular,4,may,1,-1,0,,14:02:53,14:12:50,1
CP2900,28,services,single,secondary,0,0,0,1,cellular,16,jul,1,-1,0,,12:12:33,12:14:46,0
CP2901,58,retired,married,primary,0,565,0,0,telephone,7,jul,1,-1,0,,16:05:58,16:20:34,1
CP2902,27,blue-collar,single,secondary,0,535,0,0,cellular,15,feb,1,91,2,success,13:21:03,13:23:54,1
CP2903,50,services,divorced,tertiary,0,580,0,0,,17,jun,2,-1,0,,10:25:51,10:27:19,0
CP2904,58,management,married,secondary,0,37,0,0,cellular,18,aug,11,-1,0,,9:01:12,9:02:36,0
CP2905,32,blue-collar,divorced,primary,0,380,0,0,cellular,25,jul,2,-1,0,,15:40:55,15:41:43,0
CP2906,34,admin.,divorced,secondary,0,67,1,0,,6,may,1,-1,0,,16:39:05,16:40:35,0
CP2907,28,blue-collar,single,secondary,0,-46,1,0,cellular,1,sep,1,92,14,success,12:27:48,12:31:07,1
CP2908,64,retired,married,secondary,0,466,1,0,cellular,18,oct,1,-1,0,,10:33:54,10:42:40,1
CP2909,37,technician,divorced,secondary,0,3068,1,1,cellular,20,nov,2,195,1,other,12:23:00,12:29:10,1
CP2910,38,services,married,primary,0,175,0,0,,17,jun,2,-1,0,,12:45:32,12:47:44,0
CP2911,34,technician,single,secondary,0,347,1,0,cellular,6,feb,2,197,6,failure,13:01:08,13:03:42,0
CP2912,47,technician,married,tertiary,0,1694,0,1,,20,jun,3,-1,0,,17:10:39,17:19:59,1
CP2913,25,student,single,secondary,0,358,0,0,cellular,16,nov,1,-1,0,,14:32:00,14:37:30,1
CP2914,58,management,single,,0,1873,0,0,,6,jun,2,-1,0,,10:24:14,10:25:03,0
CP2915,29,services,single,secondary,0,32,1,0,,4,jun,1,-1,0,,10:38:13,10:47:36,1
CP2916,31,technician,single,secondary,0,46,0,0,cellular,27,aug,6,-1,0,,15:03:08,15:08:21,0
CP2917,34,technician,married,secondary,0,1035,0,0,cellular,25,aug,10,-1,0,,10:21:21,10:44:15,1
CP2918,41,admin.,single,tertiary,0,982,0,0,cellular,23,jul,1,-1,0,,13:28:53,13:30:38,0
CP2919,39,student,single,tertiary,0,2103,0,0,cellular,2,feb,1,-1,0,,10:05:23,10:15:11,1
CP2920,47,blue-collar,married,tertiary,0,1707,0,0,cellular,27,aug,7,-1,0,,10:29:13,10:30:24,0
CP2921,43,technician,single,,0,11115,0,0,cellular,23,oct,1,74,2,success,15:38:46,15:46:42,1
CP2922,51,blue-collar,married,secondary,0,4695,0,0,cellular,29,aug,10,-1,0,,14:56:55,14:57:03,0
CP2923,36,admin.,married,secondary,0,498,1,0,cellular,29,jan,1,253,1,failure,13:43:44,13:46:15,0
CP2924,31,technician,single,secondary,0,388,0,0,cellular,21,aug,2,-1,0,,13:26:43,13:28:38,0
CP2925,60,management,married,tertiary,0,0,0,0,cellular,7,aug,3,-1,0,,15:51:24,15:58:05,1
CP2926,25,blue-collar,single,primary,0,2483,0,0,cellular,10,jul,3,-1,0,,17:48:27,18:13:26,1
CP2927,66,retired,married,secondary,0,3409,0,0,cellular,15,nov,2,27,6,failure,15:16:35,15:23:29,0
CP2928,61,retired,married,secondary,0,243,0,0,cellular,20,apr,1,-1,0,,11:51:13,11:54:27,1
CP2929,38,management,married,tertiary,0,613,0,0,cellular,3,feb,1,-1,0,,11:40:24,11:44:23,1
CP2930,32,management,divorced,tertiary,0,530,1,0,cellular,29,jan,1,127,3,failure,14:40:29,14:42:40,0
CP2931,26,student,single,secondary,0,620,0,0,cellular,22,may,1,94,1,success,12:09:30,12:13:13,1
CP2932,46,technician,married,secondary,0,3434,0,1,cellular,27,feb,1,-1,0,,10:09:07,10:11:02,1
CP2933,46,technician,married,secondary,0,6993,1,0,cellular,17,apr,3,148,1,success,9:30:56,9:36:22,0
CP2934,34,self-employed,married,tertiary,0,442,1,0,cellular,30,apr,1,164,2,other,17:58:04,17:59:13,0
CP2935,43,technician,married,secondary,0,0,1,1,cellular,4,feb,8,204,5,failure,17:46:56,17:55:55,0
CP2936,48,blue-collar,single,primary,0,8990,0,0,telephone,2,feb,2,-1,0,,15:21:14,15:51:04,1
CP2937,34,services,single,secondary,0,2257,0,1,telephone,30,jan,2,-1,0,,17:06:26,17:15:54,0
CP2938,31,management,married,secondary,0,0,0,0,cellular,19,aug,2,-1,0,,17:51:59,17:53:20,0
CP2939,31,blue-collar,married,primary,0,554,1,0,cellular,14,may,1,352,5,failure,13:09:40,13:14:57,0
